key,name,city,state,country,lat,long,vip
AQC,Klawock SPB,Klawock,AK,USA,55.55,-133.10,False
AQH,Kwinhagak,Quinhagak,AK,USA,59.76,-161.88,False
AQT,Nuiqsut,Nuiqsut,AK,USA,70.21,-151.01,False
AQW,Harriman And West,North Adams,MA,USA,42.70,-73.17,False
AQY,Girdwood,Girdwood,AK,USA,60.97,-149.13,False
ARA,Acadiana Regional,New Iberia,LA,USA,30.04,-91.88,False
ARB,Ann Arbor Municipal,Ann Arbor,MI,USA,42.22,-83.75,False
ARC,Arctic Village,Arctic Village,AK,USA,68.12,-145.58,False
ARG,Walnut Ridge Regional,Walnut Ridge,AR,USA,36.13,-90.92,False
ARR,Aurora Municipal,Chicago/Aurora,IL,USA,41.77,-88.48,False
ART,Watertown Intl,Watertown,NY,USA,43.99,-76.02,False
ARV,Lakeland,Minocqua-Woodruff,WI,USA,45.93,-89.73,False
ASD,Slidell,Slidell,LA,USA,30.35,-89.82,False
ASE,Aspen-Pitkin Co/Sardy,Aspen,CO,USA,39.22,-106.87,False
ASG,Springdale Municipal,Springdale,AR,USA,36.18,-94.12,False
ASH,Boire,Nashua,NH,USA,42.78,-71.51,False
ASJ,Tri-County,Ahoskie,NC,USA,36.30,-77.17,False
ASL,Marshall - Harrison County,Marshall,TX,USA,32.52,-94.31,False
ASN,Talladega Municipal,Talladega,AL,USA,33.57,-86.05,False
AST,Astoria Regional,Astoria,OR,USA,46.16,-123.88,False
ASW,Warsaw Municipal,Warsaw,IN,USA,41.27,-85.84,False
ASX,John F Kennedy Memorial,Ashland,WI,USA,46.55,-90.92,False
ATA,Hall-Miller Municipal,Atlanta,TX,USA,33.10,-94.20,False
ATK,Atqasuk,Atqasuk,AK,USA,70.47,-157.44,False
ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64,-84.43,True
ATS,Artesia Municipal,Artesia,NM,USA,32.85,-104.47,False
ATW,Outagamie County Regional,Appleton,WI,USA,44.26,-88.52,False
ATY,Watertown Municipal,Watertown,SD,USA,44.91,-97.15,False
AUG,Augusta State,Augusta,ME,USA,44.32,-69.80,False
AUH,Aurora Municipal,Aurora,NE,USA,40.89,-97.99,False
AUK,Alakanuk,Alakanuk,AK,USA,62.68,-164.66,False
AUM,Austin Municipal,Austin,MN,USA,43.66,-92.93,False
AUN,Auburn Municipal,Auburn,CA,USA,38.95,-121.08,False
AUO,Auburn-Opelik,Auburn,AL,USA,32.62,-85.43,False
AUS,Austin-Bergstrom International,Austin,TX,USA,30.19,-97.67,False
AUW,Wausau Municipal,Wausau,WI,USA,44.93,-89.63,False
AVC,Mecklenburg-Brunswick Regional,South Hill,VA,USA,36.69,-78.05,False
AVK,Alva Regional,Alva,OK,USA,36.77,-98.67,False
AVL,Asheville Regional,Asheville,NC,USA,35.44,-82.54,False
AVO,Avon Park Municipal,Avon Park,FL,USA,27.59,-81.53,False
AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,41.34,-75.72,False
AVQ,Marana Northwest Regional,Marana,AZ,USA,32.41,-111.22,False
AVX,Catalina,Avalon,CA,USA,33.40,-118.42,False
AWG,Washington Municipal,Washington,IA,USA,41.28,-91.67,False
AWI,Wainwright,Wainwright,AK,USA,70.64,-159.99,False
AWM,West Memphis Municipal,West Memphis,AR,USA,35.14,-90.23,False
AWO,Arlington Municipal,Arlington,WA,USA,48.16,-122.16,False
AXA,Algona Municipal,Algona,IA,USA,43.08,-94.27,False
AXN,Chandler,Alexandria,MN,USA,45.87,-95.39,False
AXS,Altus Municipal,Altus,OK,USA,34.70,-99.34,False
AXV,Neil Armstrong,Wapakoneta,OH,USA,40.49,-84.30,False
AXX,Angel Fire,Angel Fire,NM,USA,36.42,-105.29,False
AYS,Waycross-Ware County,Waycross,GA,USA,31.25,-82.40,False
AZC,Colorado City Municipal,Colorado City,AZ,USA,36.96,-113.01,False
AZE,Hazelhurst,Hazelhurst,GA,USA,31.88,-82.65,False
AZO,Kalamazoo County,Kalamazoo,MI,USA,42.23,-85.55,False
B01,Granville,Granville,NY,USA,43.43,-73.26,False
B08,Silver Springs,Silver Springs,NV,USA,39.40,-119.25,False
B16,Whitford,Weedsport,NY,USA,43.08,-76.54,False
B19,Biddeford Municipal,Biddeford,ME,USA,43.46,-70.47,False
B21,Sugarloaf Regional,Carrabasset,ME,USA,45.09,-70.22,False
BAF,Barnes Municipal,Westfield,MA,USA,42.16,-72.72,False
BAK,Columbus Municipal,Columbus,IN,USA,39.26,-85.90,False
BAM,Battle Mountain,Battle Mountain,NV,USA,40.60,-116.87,False
BAX,Huron County Memorial,Bad Axe,MI,USA,43.78,-82.99,False
BAZ,New Braunfels Municipal,New Braunfels,TX,USA,29.70,-98.04,False
BBB,Benson Municipal,Benson,MN,USA,45.33,-95.65,False
BBD,Curtis,Brady,TX,USA,31.18,-99.32,False
BBP,Marlboro County,Bennettsville,SC,USA,34.62,-79.73,False
BBW,Broken Bow Municipal,Broken Bow,NE,USA,41.44,-99.64,False
BCB,Virginia Tech,Blacksburg,VA,USA,37.21,-80.41,False
BCE,Bryce Canyon,Bryce Canyon,UT,USA,37.71,-112.15,False
BCK,Black River Falls Area,Black River Falls,WI,USA,44.25,-90.86,False
BCT,Boca Raton,Boca Raton,FL,USA,26.38,-80.11,False
BCV,Birchwood,Birchwood,AK,USA,61.42,-149.51,False
BDE,Baudette International,Baudette,MN,USA,48.73,-94.61,False
BDG,Blanding Muni,Blanding,UT,USA,37.58,-109.48,False
BDL,Bradley International,Windsor Locks,CT,USA,41.94,-72.68,False
BDQ,Morrilton Municipal,Morrilton,AR,USA,35.14,-92.71,False
BDR,Igor I Sikorsky Memorial,Bridgeport,CT,USA,41.16,-73.13,False
BDX,Broadus,Broadus,MT,USA,45.43,-105.42,False
BED,Laurence G Hanscom,Bedford,MA,USA,42.47,-71.29,False
BEH,Southwest Michigan Regional,Benton Harbor,MI,USA,42.13,-86.43,False
BET,Bethel,Bethel,AK,USA,60.78,-161.84,False
BFD,Bradford Reg,Bradford,PA,USA,41.80,-78.64,False
BFF,Scotts Bluff County,Scottsbluff,NE,USA,41.87,-103.60,False
BFI,Boeing Field/King County Intl,Seattle,WA,USA,47.53,-122.30,False
BFK,Buffalo Municipal,Buffalo,OK,USA,36.86,-99.62,False
BFL,Meadows,Bakersfield,CA,USA,35.43,-119.06,False
BFM,Mobile Downtown,Mobile,AL,USA,30.63,-88.07,False
BFR,Virgil I Grissom Municipal,Bedford,IN,USA,38.84,-86.45,False
BFW,Silver Bay Municipal,Silver Bay,MN,USA,47.25,-91.42,False
BGD,Hutchinson County,Borger,TX,USA,35.70,-101.39,False
BGE,Decatur County Industrial Airpark,Bainbridge,GA,USA,30.97,-84.64,False
BGF,Winchester Municipal,Winchester,TN,USA,35.18,-86.07,False
BGM,Binghamton Regional,Binghamton,NY,USA,42.21,-75.98,False
BGQ,Big Lake Strip Nr 2,Big Lake,AK,USA,61.54,-149.81,False
BGR,Bangor International,Bangor,ME,USA,44.81,-68.83,False
BHB,Hancock Co-Bar Harbor,Bar Harbor,ME,USA,44.45,-68.36,False
BHC,Baxley Municipal,Baxley,GA,USA,31.71,-82.39,False
BHK,Baker Muni,Baker City,MT,USA,46.35,-104.26,False
BHM,Birmingham International,Birmingham,AL,USA,33.56,-86.75,False
BID,Block Island State,Block Island,RI,USA,41.17,-71.58,False
BIE,Beatrice Municipal,Beatrice,NE,USA,40.30,-96.75,False
BIG,Allen AAF,Delta Junction,AK,USA,63.99,-145.72,False
BIH,Bishop,Bishop,CA,USA,37.37,-118.36,False
BIL,Billings Logan Intl,Billings,MT,USA,45.81,-108.54,False
BIS,Bismarck Municipal,Bismarck,ND,USA,46.77,-100.75,False
BIV,Tulip City,Holland,MI,USA,42.74,-86.11,False
BJC,Jeffco,Denver,CO,USA,39.91,-105.12,False
BJI,Bemidji-Beltrami County,Bemidji,MN,USA,47.51,-94.93,False
BJJ,Wayne County,Wooster,OH,USA,40.87,-81.89,False
BKD,Breckenridge Stephens County,Breckenridge,TX,USA,32.72,-98.89,False
BKE,Baker City Municipal,Baker City,OR,USA,44.84,-117.81,False
BKL,Burke Lakefront,Cleveland,OH,USA,41.52,-81.68,False
BKV,Hernando County,Brooksville,FL,USA,28.47,-82.46,False
BKW,Raleigh Cty Memorial,Beckley,WV,USA,37.79,-81.12,False
BKX,Brookings Municipal,Brookings,SD,USA,44.30,-96.82,False
BLF,Mercer Cty,Bluefield,WV,USA,37.30,-81.21,False
BLH,Blythe,Blythe,CA,USA,33.62,-114.72,False
BLI,Bellingham Intl,Bellingham,WA,USA,48.79,-122.54,False
BLM,Allaire Arpt,Belmar/Farmingdale,NJ,USA,40.19,-74.12,False
BLV,Scott AFB/MidAmerica,Belleville/St. Louis,IL,USA,38.55,-89.84,False
BMC,Brigham City,Brigham City,UT,USA,41.55,-112.06,False
BMG,Monroe County,Bloomington,IN,USA,39.15,-86.62,False
BMI,Central Illinois Regional,Bloomington,IL,USA,40.48,-88.92,False
BML,Berlin Municipal,Berlin,NH,USA,44.58,-71.18,False
BMQ,Burnet Muni-Kate Craddock,Burnet,TX,USA,30.74,-98.24,False
BMT,Beaumont Municipal,Beaumont,TX,USA,30.07,-94.22,False
BNA,Nashville International,Nashville,TN,USA,36.12,-86.68,False
BNF,Baranof Warm Springs SPB,Baranof Warm Springs,AK,USA,57.09,-134.83,False
BNG,Banning Municipal,Banning,CA,USA,33.92,-116.85,False
BNL,Barnwell County,Barnwell,SC,USA,33.26,-81.39,False
BNO,Burns Muni,Burns,OR,USA,43.59,-118.95,False
BNW,Boone Municipal,Boone,IA,USA,42.05,-93.85,False
BOI,Boise Air Terminal,Boise,ID,USA,43.56,-116.22,False
BOK,Brookings,Brookings,OR,USA,42.07,-124.29,False
BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.36,-71.01,False
BOW,Bartow Municipal,Bartow,FL,USA,27.94,-81.78,False
BPI,Big Piney-Marbleton,Big Piney,WY,USA,42.59,-110.11,False
BPK,Baxter County Regional,Mountain Home,AR,USA,36.37,-92.47,False
BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95,-94.02,False
BQK,Glynco Jetport,Brunswick,GA,USA,31.26,-81.47,False
BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49,-67.13,False
BRD,Brainerd-Crow Wing County Regional,Brainerd,MN,USA,46.40,-94.14,False
BRL,Burlington Municipal,Burlington,IA,USA,40.78,-91.13,False
BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.91,-97.43,False
BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.29,-156.77,False
BRY,Samuels,Bardstown,KY,USA,37.81,-85.50,False
BST,Belfast Municipal,Belfast,ME,USA,44.41,-69.01,False
BTI,Barter Island,Kaktovik,AK,USA,70.13,-143.58,False
BTL,W K Kellogg Regional,Battle Creek,MI,USA,42.31,-85.25,False
BTM,Bert Mooney,Butte,MT,USA,45.95,-112.50,False
BTN,Britton Municipal,Britton,SD,USA,45.82,-97.74,False
BTP,Butler Cty,Butler,PA,USA,40.78,-79.95,False
BTR,Baton Rouge Metropolitan Ryan,Baton Rouge,LA,USA,30.53,-91.15,False
BTT,Bettles,Bettles,AK,USA,66.92,-151.53,False
BTV,Burlington International,Burlington,VT,USA,44.47,-73.15,False
BTY,Beatty,Beatty,NV,USA,36.86,-116.79,False
BUB,Cram,Burwell,NE,USA,41.78,-99.15,False
BUF,Buffalo Niagara Intl,Buffalo,NY,USA,42.94,-78.73,False
BUM,Butler Memorial,Butler,MO,USA,38.29,-94.34,False
BUR,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20,-118.36,False
BUY,Burlington Municipal,Burlington,NC,USA,36.05,-79.47,False
BVI,Beaver County,Beaver Falls,PA,USA,40.77,-80.39,False
BVK,Buckland,Buckland,AK,USA,65.98,-161.15,False
BVN,Albion Municipal,Albion,NE,USA,41.73,-98.06,False
BVO,Bartlesville Municipal,Bartlesville,OK,USA,36.76,-96.01,False
BVS,Skagit Regional/Bay View,Burlington/Mount Vernon,WA,USA,48.47,-122.42,False
BVX,Batesville Regional,Batesville,AR,USA,35.73,-91.65,False
BVY,Beverly Municipal,Beverly,MA,USA,42.58,-70.92,False
BWC,Brawley Municipal,Brawley,CA,USA,32.99,-115.52,False
BWD,Brownwood Municipal,Brownwood,TX,USA,31.79,-98.96,False
BWG,Bowling Green-Warren County,Bowling Green,KY,USA,36.96,-86.42,False
BWI,Baltimore-Washington International,Baltimore,MD,USA,39.18,-76.67,False
BWP,Harry Stern,Wahpeton,ND,USA,46.25,-96.61,False
BXA,George R Carr Memorial,Bogalusa,LA,USA,30.81,-89.86,False
BXG,Burke County,Waynesboro,GA,USA,33.04,-82.00,False
BXK,Buckeye Municipal,Buckeye,AZ,USA,33.42,-112.69,False
BYA,Boundary,Boundary,AK,USA,64.08,-141.11,False
BYG,Johnson County,Buffalo,WY,USA,44.38,-106.72,False
BYI,Burley Municipal,Burley,ID,USA,42.54,-113.77,False
BZN,Gallatin,Bozeman,MT,USA,45.78,-111.15,False
C00,Mercer County,Aledo,IL,USA,41.25,-90.74,False
C05,Chenega Bay,Chenega,AK,USA,60.08,-147.99,False
C09,Morris Municipal,Morris,IL,USA,41.43,-88.42,False
C15,Pekin Municipal,Pekin,IL,USA,40.49,-89.68,False
C17,Marion,Marion,IA,USA,42.03,-91.53,False
C18,Frankfort,Chicago/Frankfort,IL,USA,41.48,-87.84,False
C25,Waverly Municipal,Waverly,IA,USA,42.74,-92.51,False
C29,Morey,Middleton,WI,USA,43.11,-89.53,False
C34,Gibson City Municipal,Gibson City,IL,USA,40.49,-88.27,False
C35,Reedsburg Municipal,Reedsburg,WI,USA,43.53,-89.98,False
C47,Portage Municipal,Portage,WI,USA,43.56,-89.48,False
C52,Burlington Municipal,Burlington,WI,USA,42.69,-88.30,False
C56,Sanger,Chicago/Monee,IL,USA,41.38,-87.68,False
C62,Kendallville Municipal,Kendallville,IN,USA,41.47,-85.26,False
C65,Plymouth Municipal,Plymouth,IN,USA,41.37,-86.30,False
C66,Monmouth Municipal,Monmouth,IL,USA,40.93,-90.63,False
C71,Crosby Municipal,Crosby,MS,USA,31.30,-91.05,False
C73,Dixon Muni-Charles R Walgreen,Dixon,IL,USA,41.83,-89.45,False
C75,Marshall County,Lacon,IL,USA,41.02,-89.39,False
C77,Poplar Grove,Poplar Grove,IL,USA,42.32,-88.84,False
C80,New Coalinga Municipal,Coalinga,CA,USA,36.16,-120.29,False
C81,Campbell,Chicago/Round Lake Park,IL,USA,42.32,-88.07,False
C83,Byron,Byron,CA,USA,37.83,-121.63,False
C91,Dowagiac Municipal,Dowagiac,MI,USA,41.99,-86.13,False
CAD,Wexford County,Cadillac,MI,USA,44.28,-85.42,False
CAE,Columbia Metropolitan,Columbia,SC,USA,33.94,-81.12,False
CAG,Craig-Moffat,Craig,CO,USA,40.50,-107.52,False
CAK,Akron-Canton Regional,Akron,OH,USA,40.92,-81.44,False
CAO,Clayton Municipal Airpark,Clayton,NM,USA,36.45,-103.15,False
CAR,Caribou Municipal,Caribou,ME,USA,46.87,-68.02,False
CAV,Clarion Municipal,Clarion,IA,USA,42.74,-93.76,False
CBE,Cumberland Regional,Cumberland,MD,USA,39.62,-78.76,False
CBF,Council Bluffs Municipal,Council Bluffs,IA,USA,41.26,-95.76,False
CBG,Cambridge Municipal,Cambridge,MN,USA,45.56,-93.26,False
CBK,Shaltz,Colby,KS,USA,39.43,-101.05,False
CCB,Cable,Upland,CA,USA,34.11,-117.69,False
CCO,Newnan-Coweta County,Newnan,GA,USA,33.31,-84.77,False
CCR,Buchanan,Concord,CA,USA,37.99,-122.06,False
CCY,Charles City Municipal,Charles City,IA,USA,43.07,-92.61,False
CDB,Cold Bay,Cold Bay,AK,USA,55.21,-162.72,False
CDC,Cedar City Muni,Cedar City,UT,USA,37.70,-113.10,False
CDH,Harrell,Camden,AR,USA,33.62,-92.76,False
CDI,Cambridge Municipal,Cambridge,OH,USA,39.98,-81.58,False
CDK,George T Lewis,Cedar Key,FL,USA,29.14,-83.05,False
CDN,Woodward,Camden,SC,USA,34.28,-80.56,False
CDR,Chadron Municipal,Chadron,NE,USA,42.84,-103.10,False
CDV,Merle K (Mudhole) Smith,Cordova,AK,USA,60.49,-145.48,False
CDW,Essex Cty Arpt,Caldwell,NJ,USA,40.88,-74.28,False
CEC,Jack McNamara,Crescent City,CA,USA,41.78,-124.24,False
CEF,Westover AFB,Chicopee,MA,USA,42.20,-72.53,False
CEK,Crete Municipal,Crete,NE,USA,40.62,-96.92,False
CEM,Central,Central,AK,USA,65.57,-144.78,False
CEU,Oconee County Regional,Clemson,SC,USA,34.67,-82.89,False
CEV,Mettel,Connersville,IN,USA,39.70,-85.13,False
CEW,Bob Sikes,Crestview,FL,USA,30.78,-86.52,False
CEY,Kyle-Oakley,Murray,KY,USA,36.66,-88.37,False
CEZ,Cortez Muni,Cortez,CO,USA,37.30,-108.63,False
CFD,Coulter,Bryan,TX,USA,30.72,-96.33,False
CFJ,Crawfordsville Municipal,Crawfordsville,IN,USA,39.98,-86.92,False
CFK,Chefornak,Chefornak,AK,USA,60.15,-164.29,False
CFT,Greenlee County,Clifton-Morenci,AZ,USA,32.95,-109.21,False
CFV,Coffeyville Municipal,Coffeyville,KS,USA,37.09,-95.57,False
CGA,Craig SPB,Craig,AK,USA,55.48,-133.15,False
CGC,Crystal River,Crystal River,FL,USA,28.87,-82.57,False
CGE,Cambridge-Dorchester,Cambridge,MD,USA,38.54,-76.03,False
CGF,Cuyahoga County,Cleveland,OH,USA,41.57,-81.49,False
CGI,Cape Girardeau Municipal,Cape Girardeau,MO,USA,37.23,-89.57,False
CGS,College Park,College Park,MD,USA,38.98,-76.92,False
CGX,Chicago Meigs,Chicago,IL,USA,41.86,-87.61,False
CGZ,Casa Grande Municipal,Casa Grande,AZ,USA,32.95,-111.77,False
CHA,Lovell,Chattanooga,TN,USA,35.04,-85.20,False
CHD,Chandler Municipal,Chandler,AZ,USA,33.27,-111.81,False
CHK,Chickasha Municipal,Chickasha,OK,USA,35.10,-97.97,False
CHO,Charlottesville-Albermarle,Charlottesville,VA,USA,38.14,-78.45,False
CHP,Circle Hot Springs,Circle Hot Springs,AK,USA,65.49,-144.61,False
CHS,Charleston AFB/International,Charleston,SC,USA,32.90,-80.04,False
CHT,Chillicothe Municipal,Chillicothe,MO,USA,39.78,-93.50,False
CHU,Houston County,Caledonia,MN,USA,43.60,-91.50,False
CIC,Chico Municipal,Chico,CA,USA,39.80,-121.86,False
CID,Eastern Iowa,Cedar Rapids,IA,USA,41.88,-91.71,False
CII,Choteau,Choteau,MT,USA,47.83,-112.17,False
CIK,Chalkyitsik,Chalkyitsik,AK,USA,66.65,-143.74,False
CIN,Arthur N Neu,Carroll,IA,USA,42.05,-94.79,False
CIR,Cairo,Cairo,IL,USA,37.06,-89.22,False
CIU,Chippewa County International,Sault Ste. Marie,MI,USA,46.25,-84.47,False
CJR,Culpeper Regional,Culpeper,VA,USA,38.53,-77.86,False
CJX,Crooked Creek,Crooked Creek,AK,USA,61.87,-158.14,False
CKB,Benedum,Clarksburg,WV,USA,39.30,-80.23,False
CKC,Grand Marais/Cook County,Grand Marais,MN,USA,47.84,-90.38,False
CKF,Crisp County - Cordele,Cordele,GA,USA,31.99,-83.77,False
CKI,Williamsburg County,Kingstree,SC,USA,33.72,-79.86,False
CKM,Fletcher,Clarksdale,MS,USA,34.30,-90.51,False
CKN,Crookston Muni Kirkwood,Crookston,MN,USA,47.84,-96.62,False
CKP,Cherokee Municipal,Cherokee,IA,USA,42.73,-95.56,False
CKU,Cordova Muni,Cordova,AK,USA,60.54,-145.73,False
CKV,Outlaw,Clarksville,TN,USA,36.62,-87.41,False
CKX,Chicken,Chicken,AK,USA,64.07,-141.95,False
CLD,MC Clellan-Palomar Airport,,,USA,33.13,-117.28,False
CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41,-81.85,False
CLI,Clintonville Municipal,Clintonville,WI,USA,44.61,-88.73,False
CLK,Clinton Municipal,Clinton,OK,USA,35.54,-98.93,False
CLL,Easterwood,College Station,TX,USA,30.59,-96.36,False
CLM,William R Fairchild Intl,Port Angeles,WA,USA,48.12,-123.50,False
CLP,Clarks Point,Clarks Point,AK,USA,58.84,-158.55,False
CLS,Chehalis-Centralia,Chehalis,WA,USA,46.68,-122.98,False
CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21,-80.94,False
CLW,Clearwater Air Park,Clearwater,FL,USA,27.98,-82.76,False
CMA,Camarillo,Camarillo,CA,USA,34.21,-119.09,False
CMH,Port Columbus Intl,Columbus,OH,USA,40.00,-82.89,False
CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.04,-88.28,False
CMX,Houghton County Memorial,Hancock,MI,USA,47.17,-88.49,False
CMY,Sparta/Fort McCoy,Sparta,WI,USA,43.96,-90.74,False
CNC,Chariton Municipal,Chariton,IA,USA,41.02,-93.36,False
CNH,Claremont Municipal,Claremont,NH,USA,43.37,-72.37,False
CNK,Blosser Municipal,Concordia,KS,USA,39.55,-97.65,False
CNM,Cavern City Air Terminal,Carlsbad,NM,USA,32.34,-104.26,False
CNO,Chino,Chino,CA,USA,33.97,-117.64,False
CNP,Billy G Ray,Chappell,NE,USA,41.08,-102.46,False
CNU,Chanute Martin Johnson,Chanute,KS,USA,37.67,-95.49,False
CNW,TSTC-Waco,Waco,TX,USA,31.64,-97.07,False
CNY,Canyonlands,Moab,UT,USA,38.75,-109.75,False
COD,Yellowstone Regional,Cody,WY,USA,44.52,-109.02,False
COE,Coeur D'Alene Air Terminal,Coeur D'Alene,ID,USA,47.77,-116.82,False
COI,Merritt Island,Merritt Island,FL,USA,28.34,-80.69,False
COM,Coleman Municipal,Coleman,TX,USA,31.84,-99.40,False
CON,Concord Municipal,Concord,NH,USA,43.20,-71.50,False
COQ,Cloquet-Carlton County,Cloquet,MN,USA,46.70,-92.51,False
COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.81,-104.70,False
COT,Cotulla-Lasalle County,Cotulla,TX,USA,28.46,-99.22,False
COU,Columbia Regional,Columbia,MO,USA,38.82,-92.22,False
CPC,Columbus County Municipal,Whiteville,NC,USA,34.27,-78.71,False
CPK,Chesapeake Municipal,Norfolk,VA,USA,36.67,-76.32,False
CPM,Compton/Woodley,Compton,CA,USA,33.89,-118.24,False
CPR,Natrona County Intl,Casper,WY,USA,42.91,-106.46,False
CPS,St. Louis Downtown,Cahokia/St. Louis,IL,USA,38.57,-90.16,False
CPX,Benjamin Rivera Noriega,Isla De Culebra,PR,USA,18.31,-65.30,False
CQA,Lakefield,Celina,OH,USA,40.48,-84.56,False
CQB,Chandler Municipal,Chandler,OK,USA,35.72,-96.82,False
CQX,Chatham Municipal,Chatham,MA,USA,41.69,-69.99,False
CRC,Circle City,Circle,AK,USA,65.83,-144.08,False
CRE,Grand Strand,North Myrtle Beach,SC,USA,33.81,-78.72,False
CRG,Craig Municipal,Jacksonville,FL,USA,30.34,-81.51,False
CRO,Corcoran,Corcoran,CA,USA,36.10,-119.59,False
CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77,-97.50,False
CRQ,McClellan-Palomar,Carlsbad,CA,USA,33.13,-117.28,False
CRS,C Davis Campbell -Corsicana Muni,Corsicana,TX,USA,32.03,-96.40,False
CRT,Crossett Municipal,Crossett,AR,USA,33.18,-91.88,False
CRW,Yeager,Charleston,WV,USA,38.37,-81.59,False
CRX,Roscoe Turner,Corinth,MS,USA,34.91,-88.60,False
CSB,Cambridge Municipal,Cambridge,NE,USA,40.31,-100.16,False
CSG,Columbus Metropolitan,Columbus,GA,USA,32.52,-84.94,False
CSM,Clinton-Sherman,Clinton,OK,USA,35.34,-99.20,False
CSQ,Creston Municipal,Creston,IA,USA,41.02,-94.36,False
CSV,Crossville Memorial,Crossville,TN,USA,35.95,-85.08,False
CTB,Cut Bank Muni,Cut Bank,MT,USA,48.61,-112.38,False
CTJ,West Georgia Regional,Carrollton,GA,USA,33.63,-85.15,False
CTK,Ingersoll,Canton,IL,USA,40.57,-90.07,False
CTY,Cross City,Cross City,FL,USA,29.64,-83.10,False
CTZ,Sampson County,Clinton,NC,USA,34.98,-78.36,False
CUB,Columbia Owens Downtown,Columbia,SC,USA,33.97,-81.00,False
CUH,Cushing Municipal,Cushing,OK,USA,35.95,-96.77,False
CUL,Carmi Municipal,Carmi,IL,USA,38.09,-88.12,False
CUT,Custer County,Custer,SD,USA,43.73,-103.62,False
CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.05,-84.66,False
CVK,Sharp County Regional,Ash Flat,AR,USA,36.26,-91.56,False
CVN,Clovis Municipal,Clovis,NM,USA,34.43,-103.08,False
CVO,Corvallis Muni,Corvallis,OR,USA,44.50,-123.29,False
CVX,Charlevoix Municipal,Charlevoix,MI,USA,45.30,-85.27,False
CWA,Central Wisconsin,Mosinee,WI,USA,44.78,-89.67,False
CWF,Chennault International,Lake Charles,LA,USA,30.21,-93.14,False
CWI,Clinton Municipal,Clinton,IA,USA,41.83,-90.33,False
CWV,Claxton-Evans County,Claxton,GA,USA,32.20,-81.87,False
CXC,Chitina,Chitina,AK,USA,61.58,-144.43,False
CXE,Chase City Municipal,Chase City,VA,USA,36.79,-78.50,False
CXF,Coldfoot,Coldfoot,AK,USA,67.25,-150.21,False
CXL,Calexico International,Calexico,CA,USA,32.67,-115.51,False
CXO,Montgomery County,Conroe,TX,USA,30.35,-95.41,False
CXP,Carson,Carson City,NV,USA,39.19,-119.73,False
CXU,Camilla-Mitchell County,Camilla,GA,USA,31.21,-84.24,False
CXY,Capital City,Harrisburg,PA,USA,40.22,-76.85,False
CYO,Pickaway County Memorial,Circleville,OH,USA,39.52,-82.98,False
CYS,Cheyenne,Cheyenne,WY,USA,41.16,-104.81,False
CYW,Clay Center Municipal,Clay Center,KS,USA,39.39,-97.16,False
CZD,Cozad Municipal,Cozad,NE,USA,40.87,-100.00,False
CZG,Tri-Cities,Endicott,NY,USA,42.08,-76.10,False
CZL,Tom B David,Calhoun,GA,USA,34.46,-84.94,False
CZN,Chisana,Chisana,AK,USA,62.07,-142.05,False
CZT,Dimmit County,Carrizo Springs,TX,USA,28.52,-99.82,False
D04,Bowman Municipal,Bowman,ND,USA,46.19,-103.43,False
D05,Garrison Municipal,Garrison,ND,USA,47.66,-101.44,False
D07,Faith Municipal,Faith,SD,USA,45.04,-102.02,False
D09,Bottineau Municipal,Bottineau,ND,USA,48.83,-100.42,False
D19,Quentin Aanenson,Luverne,MN,USA,43.62,-96.22,False
D22,Angola,Angola,NY,USA,42.66,-78.99,False
D25,Manitowish Waters,Manitowish Waters,WI,USA,46.12,-89.88,False
D38,Canandaiga,Canandaiga,NY,USA,42.91,-77.32,False
D42,Springfield Municipal,Springfield,MN,USA,44.23,-95.00,False
D50,Crosby Municipal,Crosby,ND,USA,48.93,-103.30,False
D55,Robertson,Langdon,ND,USA,48.75,-98.39,False
D57,Glen Ullin Municipal,Glen Ullin,ND,USA,46.81,-101.86,False
D60,Tioga Municipal,Tioga,ND,USA,48.38,-102.90,False
D73,Monroe-Walton County,Monroe,GA,USA,33.78,-83.69,False
D77,Lancaster,Lancaster,NY,USA,42.92,-78.61,False
D87,Harbor Springs,Harbor Springs,MI,USA,45.43,-84.91,False
D95,Dupont-Lapeer,Lapeer,MI,USA,43.07,-83.27,False
D98,Romeo,Romeo,MI,USA,42.80,-82.98,False
DAB,Daytona Beach International,Daytona Beach,FL,USA,29.18,-81.06,False
DAG,Barstow-Daggett,Daggett,CA,USA,34.85,-116.79,False
DAL,Dallas Love,Dallas,TX,USA,32.85,-96.85,False
